soma_joinid,organism,category,label,ontology_term_id,total_cell_count,unique_cell_count
967,homo_sapiens,cell_type,bronchiolar smooth muscle cell,CL:4033017,634,634
968,homo_sapiens,cell_type,lung megakaryocyte,CL:4033018,2650,2316
969,homo_sapiens,cell_type,ON-blue cone bipolar cell,CL:4033019,6147,2896
970,homo_sapiens,cell_type,mucus secreting cell of bronchus submucosal gland,CL:4033022,2829,482
971,homo_sapiens,cell_type,airway submucosal gland collecting duct epithelial cell,CL:4033023,1009,689
972,homo_sapiens,cell_type,airway submucosal gland duct basal cell,CL:4033024,5156,3972
973,homo_sapiens,cell_type,lung perichondrial fibroblast,CL:4033026,1425,1014
974,homo_sapiens,cell_type,diffuse bipolar 1 cell,CL:4033027,107132,49461
975,homo_sapiens,cell_type,diffuse bipolar 2 cell,CL:4033028,147715,66937
976,homo_sapiens,cell_type,diffuse bipolar 3a cell,CL:4033029,50108,21350
977,homo_sapiens,cell_type,diffuse bipolar 3b cell,CL:4033030,77536,36274
978,homo_sapiens,cell_type,diffuse bipolar 4 cell,CL:4033031,102904,45250
979,homo_sapiens,cell_type,diffuse bipolar 6 cell,CL:4033032,40196,18527
980,homo_sapiens,cell_type,flat midget bipolar cell,CL:4033033,310864,139018
981,homo_sapiens,cell_type,invaginating midget bipolar cell,CL:4033034,234994,98863
982,homo_sapiens,cell_type,giant bipolar cell,CL:4033035,53904,24264
983,homo_sapiens,cell_type,OFFx cell,CL:4033036,32703,15944
984,homo_sapiens,cell_type,mucus secreting cell of tracheobronchial tree submucosal gland,CL:4033037,1590,1325
985,homo_sapiens,cell_type,"lung resident memory CD4-positive, alpha-beta T cell",CL:4033038,3718,1859
986,homo_sapiens,cell_type,"lung resident memory CD8-positive, alpha-beta T cell",CL:4033039,8400,4523
987,homo_sapiens,cell_type,metallothionein-positive alveolar macrophage,CL:4033042,820,410
988,homo_sapiens,cell_type,lung interstitial macrophage,CL:4033043,21461,14480
989,homo_sapiens,cell_type,deuterosomal cell,CL:4033044,1277,1004
990,homo_sapiens,cell_type,ON midget ganglion cell,CL:4033046,443278,148363
991,homo_sapiens,cell_type,OFF midget ganglion cell,CL:4033047,591858,195561
992,homo_sapiens,cell_type,respiratory tract suprabasal cell,CL:4033048,31719,5217
993,homo_sapiens,cell_type,OFF parasol ganglion cell,CL:4033051,26650,10434
994,homo_sapiens,cell_type,ON parasol ganglion cell,CL:4033052,24561,8283
995,homo_sapiens,cell_type,perivascular cell,CL:4033054,484319,172999
996,homo_sapiens,cell_type,luminal adaptive secretory precursor cell of mammary gland,CL:4033057,766794,321201
997,homo_sapiens,cell_type,luminal hormone-sensing cell of mammary gland,CL:4033058,539544,207411
998,homo_sapiens,cell_type,cycling B cell,CL:4033068,1,1
999,homo_sapiens,cell_type,cycling T cell,CL:4033069,22461,7566
1000,homo_sapiens,cell_type,cycling dendritic cell,CL:4033070,1,1
1001,homo_sapiens,cell_type,cycling macrophage,CL:4033076,9982,6016
1002,homo_sapiens,cell_type,cycling pulmonary alveolar type 2 cell,CL:4033080,1968,1968
1003,homo_sapiens,cell_type,cycling myeloid cell,CL:4033081,1821,944
1004,homo_sapiens,cell_type,cycling basal cell,CL:4033082,9008,12
1005,homo_sapiens,cell_type,diffuse bipolar 5 cell,CL:4033085,2075,1307
1006,homo_sapiens,cell_type,diffuse bipolar 4a cell,CL:4033095,2117,1346
1007,homo_sapiens,cell_type,diffuse bipolar 4b cell,CL:4033096,357,209
1008,homo_sapiens,cell_type,enteroglial cell,CL:4040002,43844,3161
1009,homo_sapiens,cell_type,fetal pre-type II pulmonary alveolar epithelial cell,CL:4040003,2216,2216
1010,homo_sapiens,cell_type,TAC3-positive striatal interneuron,CL:4042001,728,728
1011,homo_sapiens,cell_type,neuronal-restricted precursor,CL:4042021,2488,1244
1012,homo_sapiens,cell_type,cycling stromal cell,CL:4047001,1162,260
1013,homo_sapiens,cell_type,cycling plasma cell,CL:4047003,1197,396
1014,homo_sapiens,cell_type,immature pericyte,CL:4047007,10864,100
1015,homo_sapiens,cell_type,angiogenic pericyte,CL:4047012,3396,25
1016,homo_sapiens,cell_type,early colonocyte,CL:4047018,14733,6778
1017,homo_sapiens,cell_type,BEST4+ colonocyte,CL:4047052,3603,1363
1018,homo_sapiens,cell_type,TREM2-positive macrophage,CL:4047053,14187,2001
1019,homo_sapiens,cell_type,granzyme K-associated CD8 T cell,CL:4052021,345,336
1020,homo_sapiens,cell_type,adventitial fibroblast,CL:4052030,5564,5418
1021,homo_sapiens,cell_type,intercalated cell of salivary gland,CL:4052048,518,518
1022,homo_sapiens,cell_type,striated cell of salivary gland,CL:4052049,968,968
1023,homo_sapiens,cell_type,unknown,unknown,3812936,3184801
1024,homo_sapiens,disease,aspiration pneumonia,MONDO:0000265,10204,10204
1025,homo_sapiens,disease,bipolar II disorder,MONDO:0000693,26486,26486
1026,homo_sapiens,disease,bipolar II disorder || type 1 diabetes mellitus,MONDO:0000693 || MONDO:0005147,7272,7272
1027,homo_sapiens,disease,bipolar II disorder || type 2 diabetes mellitus,MONDO:0000693 || MONDO:0005148,474,474
1028,homo_sapiens,disease,anencephaly,MONDO:0000819,5499,5499
1029,homo_sapiens,disease,gastric cancer,MONDO:0001056,429129,217923
1030,homo_sapiens,disease,dementia,MONDO:0001627,2530515,1394874
1031,homo_sapiens,disease,dementia || major depressive disorder || Alzheimer disease || Lewy body dementia,MONDO:0001627 || MONDO:0002009 || MONDO:0004975 || MONDO:0007488,4518,4518
1032,homo_sapiens,disease,dementia || vascular dementia,MONDO:0001627 || MONDO:0004648,45779,45779
1033,homo_sapiens,disease,dementia || vascular dementia || Alzheimer disease,MONDO:0001627 || MONDO:0004648 || MONDO:0004975,140940,140940
1034,homo_sapiens,disease,dementia || vascular dementia || Alzheimer disease || diabetes mellitus,MONDO:0001627 || MONDO:0004648 || MONDO:0004975 || MONDO:0005015,6946,6946
1035,homo_sapiens,disease,dementia || vascular dementia || Alzheimer disease || schizophrenia,MONDO:0001627 || MONDO:0004648 || MONDO:0004975 || MONDO:0005090,4385,4385
1036,homo_sapiens,disease,dementia || vascular dementia || Alzheimer disease || Parkinson disease,MONDO:0001627 || MONDO:0004648 || MONDO:0004975 || MONDO:0005180,4845,4845
1037,homo_sapiens,disease,dementia || vascular dementia || diabetes mellitus,MONDO:0001627 || MONDO:0004648 || MONDO:0005015,4960,4960
1038,homo_sapiens,disease,dementia || vascular dementia || schizophrenia,MONDO:0001627 || MONDO:0004648 || MONDO:0005090,12153,12153
1039,homo_sapiens,disease,dementia || vascular dementia || tauopathy,MONDO:0001627 || MONDO:0004648 || MONDO:0005574,4254,4254
1040,homo_sapiens,disease,dementia || vascular dementia || head injury,MONDO:0001627 || MONDO:0004648 || MONDO:0800482,9061,9061
1041,homo_sapiens,disease,dementia || Alzheimer disease,MONDO:0001627 || MONDO:0004975,1486303,1486303
1042,homo_sapiens,disease,dementia || Alzheimer disease || amyotrophic lateral sclerosis,MONDO:0001627 || MONDO:0004975 || MONDO:0004976,3215,3215
1043,homo_sapiens,disease,dementia || Alzheimer disease || diabetes mellitus,MONDO:0001627 || MONDO:0004975 || MONDO:0005015,50874,50874
1044,homo_sapiens,disease,dementia || Alzheimer disease || diabetes mellitus || Parkinson disease || head injury,MONDO:0001627 || MONDO:0004975 || MONDO:0005015 || MONDO:0005180 || MONDO:0800482,1406,1406
1045,homo_sapiens,disease,dementia || Alzheimer disease || schizophrenia,MONDO:0001627 || MONDO:0004975 || MONDO:0005090,44558,44558
1046,homo_sapiens,disease,dementia || Alzheimer disease || schizophrenia || Lewy body dementia,MONDO:0001627 || MONDO:0004975 || MONDO:0005090 || MONDO:0007488,6139,6139
1047,homo_sapiens,disease,dementia || Alzheimer disease || Parkinson disease,MONDO:0001627 || MONDO:0004975 || MONDO:0005180,35895,35895
1048,homo_sapiens,disease,dementia || Alzheimer disease || Parkinson disease || Lewy body dementia,MONDO:0001627 || MONDO:0004975 || MONDO:0005180 || MONDO:0007488,7538,7538
1049,homo_sapiens,disease,dementia || Alzheimer disease || Lewy body dementia,MONDO:0001627 || MONDO:0004975 || MONDO:0007488,304296,304296
1050,homo_sapiens,disease,dementia || Alzheimer disease || normal pressure hydrocephalus,MONDO:0001627 || MONDO:0004975 || MONDO:0009366,4589,4589
1051,homo_sapiens,disease,dementia || Alzheimer disease || frontotemporal dementia,MONDO:0001627 || MONDO:0004975 || MONDO:0017276,12705,12705
1052,homo_sapiens,disease,dementia || Alzheimer disease || brain neoplasm,MONDO:0001627 || MONDO:0004975 || MONDO:0021211,9293,9293
1053,homo_sapiens,disease,dementia || amyotrophic lateral sclerosis,MONDO:0001627 || MONDO:0004976,7632,7632
1054,homo_sapiens,disease,dementia || diabetes mellitus || Parkinson disease,MONDO:0001627 || MONDO:0005015 || MONDO:0005180,3990,3990
1055,homo_sapiens,disease,dementia || schizophrenia,MONDO:0001627 || MONDO:0005090,247512,247512
1056,homo_sapiens,disease,dementia || schizophrenia || Parkinson disease,MONDO:0001627 || MONDO:0005090 || MONDO:0005180,6670,6670
1057,homo_sapiens,disease,dementia || schizophrenia || head injury,MONDO:0001627 || MONDO:0005090 || MONDO:0800482,3510,3510
1058,homo_sapiens,disease,dementia || post-traumatic stress disorder,MONDO:0001627 || MONDO:0005146,4219,4219
1059,homo_sapiens,disease,dementia || Parkinson disease,MONDO:0001627 || MONDO:0005180,78639,78639
1060,homo_sapiens,disease,dementia || Parkinson disease || Lewy body dementia || head injury,MONDO:0001627 || MONDO:0005180 || MONDO:0007488 || MONDO:0800482,2533,2533
1061,homo_sapiens,disease,dementia || Parkinson disease || progressive supranuclear palsy,MONDO:0001627 || MONDO:0005180 || MONDO:0019037,308,308
1062,homo_sapiens,disease,dementia || multiple sclerosis,MONDO:0001627 || MONDO:0005301,441,441
1063,homo_sapiens,disease,dementia || tauopathy,MONDO:0001627 || MONDO:0005574,74692,74692
1064,homo_sapiens,disease,dementia || Lewy body dementia,MONDO:0001627 || MONDO:0007488,92373,92373
1065,homo_sapiens,disease,dementia || normal pressure hydrocephalus,MONDO:0001627 || MONDO:0009366,2394,2394
1066,homo_sapiens,disease,dementia || frontotemporal dementia,MONDO:0001627 || MONDO:0017276,27378,27378
1067,homo_sapiens,disease,dementia || progressive supranuclear palsy,MONDO:0001627 || MONDO:0019037,4383,4383
1068,homo_sapiens,disease,dementia || brain neoplasm,MONDO:0001627 || MONDO:0021211,12810,12810
1069,homo_sapiens,disease,dementia || head injury,MONDO:0001627 || MONDO:0800482,13450,13450
1070,homo_sapiens,disease,brain cancer,MONDO:0001657,16917,16917
1071,homo_sapiens,disease,pulmonary sarcoidosis,MONDO:0001708,33625,33625
1072,homo_sapiens,disease,bipolar I disorder,MONDO:0001866,152195,152195
1073,homo_sapiens,disease,bipolar I disorder || post-traumatic stress disorder,MONDO:0001866 || MONDO:0005146,689,689
1074,homo_sapiens,disease,bipolar I disorder || type 1 diabetes mellitus,MONDO:0001866 || MONDO:0005147,13470,13470
1075,homo_sapiens,disease,bipolar I disorder || type 2 diabetes mellitus,MONDO:0001866 || MONDO:0005148,1711,1711
1076,homo_sapiens,disease,bipolar I disorder || atherosclerosis,MONDO:0001866 || MONDO:0005311,36132,36132
1077,homo_sapiens,disease,bipolar I disorder || anorexia nervosa,MONDO:0001866 || MONDO:0005351,7612,7612
1078,homo_sapiens,disease,bipolar I disorder || anorexia nervosa || obsessive-compulsive disorder,MONDO:0001866 || MONDO:0005351 || MONDO:0008114,4102,4102
1079,homo_sapiens,disease,bipolar I disorder || bulimia nervosa,MONDO:0001866 || MONDO:0005452,19156,19156
1080,homo_sapiens,disease,bipolar I disorder || bulimia nervosa || obsessive-compulsive disorder,MONDO:0001866 || MONDO:0005452 || MONDO:0008114,5006,5006
1081,homo_sapiens,disease,bipolar I disorder || attention deficit-hyperactivity disorder,MONDO:0001866 || MONDO:0007743,7023,7023
1082,homo_sapiens,disease,bipolar I disorder || obsessive-compulsive disorder,MONDO:0001866 || MONDO:0008114,18786,18786
1083,homo_sapiens,disease,bipolar I disorder || brain neoplasm,MONDO:0001866 || MONDO:0021211,3279,3279
1084,homo_sapiens,disease,Plasmodium malariae malaria,MONDO:0001943,27958,27958
1085,homo_sapiens,disease,major depressive disorder || schizophrenia || atherosclerosis,MONDO:0002009 || MONDO:0005090 || MONDO:0005311,6776,6776
1086,homo_sapiens,disease,major depressive disorder || tauopathy,MONDO:0002009 || MONDO:0005574,4210,4210
1087,homo_sapiens,disease,cognitive disorder,MONDO:0002039,28472,28472
1088,homo_sapiens,disease,neuroendocrine carcinoma,MONDO:0002120,2623,2623
1089,homo_sapiens,disease,enamel caries,MONDO:0002233,2015,2015
1090,homo_sapiens,disease,colon adenocarcinoma,MONDO:0002271,646215,257251
1091,homo_sapiens,disease,acute kidney failure,MONDO:0002492,256320,125291
1092,homo_sapiens,disease,prostatic acinar adenocarcinoma,MONDO:0002493,136464,68322
1093,homo_sapiens,disease,gingivitis,MONDO:0002508,6587,6587
1094,homo_sapiens,disease,kidney benign neoplasm,MONDO:0002513,57,57
1095,homo_sapiens,disease,liver cancer,MONDO:0002691,6661,6661
1096,homo_sapiens,disease,breast mucinous carcinoma,MONDO:0002707,11370,5685
1097,homo_sapiens,disease,pulmonary fibrosis,MONDO:0002771,268932,268932
1098,homo_sapiens,disease,heart valve disorder,MONDO:0002869,183616,183616
1099,homo_sapiens,disease,macular degeneration,MONDO:0003004,3922,3922
1100,homo_sapiens,disease,lung large cell carcinoma,MONDO:0003050,21167,21167
1101,homo_sapiens,disease,intrahepatic cholangiocarcinoma,MONDO:0003210,5433,0
1102,homo_sapiens,disease,pleomorphic carcinoma,MONDO:0003573,10765,10765
1103,homo_sapiens,disease,kidney oncocytoma,MONDO:0003825,12610,12610
1104,homo_sapiens,disease,breast apocrine carcinoma,MONDO:0003934,8232,0
1105,homo_sapiens,disease,invasive tubular breast carcinoma || invasive lobular breast carcinoma,MONDO:0003936 || MONDO:0005051,17024,8512
1106,homo_sapiens,disease,digestive system disorder,MONDO:0004335,89849,89849
1107,homo_sapiens,disease,myocarditis,MONDO:0004496,117251,62705
1108,homo_sapiens,disease,chronic rhinitis,MONDO:0004514,29137,29137
1109,homo_sapiens,disease,tongue cancer,MONDO:0004631,2992,2992
1110,homo_sapiens,disease,vascular dementia,MONDO:0004648,82939,82939
1111,homo_sapiens,disease,vascular dementia || diabetes mellitus,MONDO:0004648 || MONDO:0005015,26600,26600
1112,homo_sapiens,disease,vascular dementia || diabetes mellitus || Parkinson disease,MONDO:0004648 || MONDO:0005015 || MONDO:0005180,3906,3906
1113,homo_sapiens,disease,vascular dementia || Lewy body dementia,MONDO:0004648 || MONDO:0007488,163,163
1114,homo_sapiens,disease,vascular dementia || progressive supranuclear palsy,MONDO:0004648 || MONDO:0019037,3300,3300
1115,homo_sapiens,disease,acute myocardial infarction,MONDO:0004781,8033,8033
1116,homo_sapiens,disease,pulmonary emphysema,MONDO:0004849,33011,31792
1117,homo_sapiens,disease,B-cell acute lymphoblastic leukemia,MONDO:0004947,183023,146710
1118,homo_sapiens,disease,invasive ductal breast carcinoma,MONDO:0004953,622881,208638
1119,homo_sapiens,disease,oral cavity squamous cell carcinoma,MONDO:0004958,28186,28186
1120,homo_sapiens,disease,gastritis,MONDO:0004966,79882,26639
1121,homo_sapiens,disease,adenocarcinoma,MONDO:0004970,11483,11483
1122,homo_sapiens,disease,Alzheimer disease,MONDO:0004975,952022,608235
1123,homo_sapiens,disease,amyotrophic lateral sclerosis,MONDO:0004976,171539,171539
1124,homo_sapiens,disease,atrial fibrillation || mitral valve insufficiency,MONDO:0004981 || MONDO:1030008,25034,25034
1125,homo_sapiens,disease,bipolar disorder,MONDO:0004985,7693,7693
1126,homo_sapiens,disease,bipolar disorder || type 2 diabetes mellitus || schizoaffective bipolar disorder,MONDO:0004985 || MONDO:0005148 || MONDO:1060151,5944,5944
1127,homo_sapiens,disease,bipolar disorder || attention deficit-hyperactivity disorder,MONDO:0004985 || MONDO:0007743,1012,1012
1128,homo_sapiens,disease,bipolar disorder || schizoaffective bipolar disorder,MONDO:0004985 || MONDO:1060151,9839,9839
1129,homo_sapiens,disease,breast carcinoma,MONDO:0004989,39474,17357
1130,homo_sapiens,disease,cardiomyopathy,MONDO:0004994,1285,1285
1131,homo_sapiens,disease,chronic obstructive pulmonary disease,MONDO:0005002,221138,110630
1132,homo_sapiens,disease,clear cell renal carcinoma,MONDO:0005005,187792,187792
1133,homo_sapiens,disease,coronary artery disorder,MONDO:0005010,21903,21903
1134,homo_sapiens,disease,Crohn disease,MONDO:0005011,452965,179393
1135,homo_sapiens,disease,diabetes mellitus,MONDO:0005015,75797,75797
1136,homo_sapiens,disease,diabetes mellitus || schizophrenia,MONDO:0005015 || MONDO:0005090,654,654
1137,homo_sapiens,disease,diabetes mellitus || head injury,MONDO:0005015 || MONDO:0800482,17147,17147
1138,homo_sapiens,disease,dilated cardiomyopathy,MONDO:0005021,934441,482581
1139,homo_sapiens,disease,epilepsy,MONDO:0005027,129905,129905
1140,homo_sapiens,disease,epilepsy || schizophrenia,MONDO:0005027 || MONDO:0005090,1881,1881
1141,homo_sapiens,disease,epilepsy || schizophrenia || tardive dyskinesia,MONDO:0005027 || MONDO:0005090 || MONDO:0010096,10445,10445
1142,homo_sapiens,disease,hypertrophic cardiomyopathy,MONDO:0005045,1158,1158
1143,homo_sapiens,disease,immune system disorder,MONDO:0005046,18426,18426
1144,homo_sapiens,disease,invasive lobular breast carcinoma,MONDO:0005051,64823,25304
1145,homo_sapiens,disease,lung adenocarcinoma,MONDO:0005061,1425535,831387
1146,homo_sapiens,disease,lymphoma,MONDO:0005062,18344,18344
1147,homo_sapiens,disease,myocardial infarction,MONDO:0005068,309951,309951
1148,homo_sapiens,disease,neuroblastoma,MONDO:0005072,592116,372619
1149,homo_sapiens,disease,periodontitis,MONDO:0005076,38520,38520
1150,homo_sapiens,disease,renal cell carcinoma,MONDO:0005086,238027,238027
1151,homo_sapiens,disease,respiratory system disorder,MONDO:0005087,94987,94987
1152,homo_sapiens,disease,schizophrenia,MONDO:0005090,240069,240069
1153,homo_sapiens,disease,schizophrenia || type 1 diabetes mellitus,MONDO:0005090 || MONDO:0005147,26439,26439
