GeneCards_Rank,GeneSymbol,GeneName,GeneType,RelevanceScore,KnowledgeScore
"1717","BATF","Basic Leucine Zipper ATF-Like Transcription Factor","Protein Coding","3.7","71"
"1718","TAF1B","TATA-Box Binding Protein Associated Factor, RNA Polymerase I Subunit B","Protein Coding","3.7","74"
"1719","MIR1246","MicroRNA 1246","RNA Gene","3.7","56"
"1720","KCNB2","Potassium Voltage-Gated Channel Subfamily B Member 2","Protein Coding","3.7","78"
"1721","PER2","Period Circadian Regulator 2","Protein Coding","3.7","86"
"1722","MIR33A","MicroRNA 33a","RNA Gene","3.7","63"
"1723","PFKFB3","6-Phosphofructo-2-Kinase/Fructose-2,6-Biphosphatase 3","Protein Coding","3.7","85"
"1724","CCT3","Chaperonin Containing TCP1 Subunit 3","Protein Coding","3.7","85"
"1725","CXCR5","C-X-C Motif Chemokine Receptor 5","Protein Coding","3.7","81"
"1726","KLK2","Kallikrein Related Peptidase 2","Protein Coding","3.7","83"
"1727","LOXL2","Lysyl Oxidase Like 2","Protein Coding","3.7","82"
"1728","UNG","Uracil DNA Glycosylase","Protein Coding","3.7","93"
"1729","UGT1A3","UDP Glucuronosyltransferase Family 1 Member A3","Protein Coding","3.7","93"
"1730","LIMK1","LIM Domain Kinase 1","Protein Coding","3.7","98"
"1731","TBXT","T-Box Transcription Factor T","Protein Coding","3.7","84"
"1732","AGR2","Anterior Gradient 2, Protein Disulphide Isomerase Family Member","Protein Coding","3.7","74"
"1733","MIR122","MicroRNA 122","RNA Gene","3.7","59"
"1734","ITGA4","Integrin Subunit Alpha 4","Protein Coding","3.7","100"
"1735","CEP78","Centrosomal Protein 78","Protein Coding","3.7","87"
"1736","ATF7","Activating Transcription Factor 7","Protein Coding","3.7","73"
"1737","IER2","Immediate Early Response 2","Protein Coding","3.7","54"
"1738","ZFP36L2","ZFP36 Like 2 Zinc Finger CCCH-Type","Protein Coding","3.7","73"
"1739","SHBG","Sex Hormone Binding Globulin","Protein Coding","3.7","72"
"1740","JAK3","Janus Kinase 3","Protein Coding","3.7","100"
"1741","MIR507","MicroRNA 507","RNA Gene","3.7","50"
"1742","MTSS1","MTSS I-BAR Domain Containing 1","Protein Coding","3.7","74"
"1743","ACTC1","Actin Alpha Cardiac Muscle 1","Protein Coding","3.6","99"
"1744","RICTOR","RPTOR Independent Companion Of MTOR Complex 2","Protein Coding","3.6","91"
"1745","DXO","Decapping Exoribonuclease","Protein Coding","3.6","65"
"1746","MIR196B","MicroRNA 196b","RNA Gene","3.6","57"
"1747","PGM3","Phosphoglucomutase 3","Protein Coding","3.6","87"
"1748","FFAR4","Free Fatty Acid Receptor 4","Protein Coding","3.6","77"
"1749","KLC3","Kinesin Light Chain 3","Protein Coding","3.6","78"
"1750","MIR499A","MicroRNA 499a","RNA Gene","3.6","63"
"1751","SELENOP","Selenoprotein P","Protein Coding","3.6","66"
"1752","RPL27A","Ribosomal Protein L27a","Protein Coding","3.6","81"
"1753","RAB5C","RAB5C, Member RAS Oncogene Family","Protein Coding","3.6","85"
"1754","POMGNT1","Protein O-Linked Mannose N-Acetylglucosaminyltransferase 1 (Beta 1,2-)","Protein Coding","3.6","90"
"1755","CDCP1","CUB Domain Containing Protein 1","Protein Coding","3.6","62"
"1756","HDAC7","Histone Deacetylase 7","Protein Coding","3.6","94"
"1757","ACE","Angiotensin I Converting Enzyme","Protein Coding","3.6","100"
"1758","EMSLR","E2F1 MRNA Stabilizing LncRNA","RNA Gene","3.6","53"
"1759","CHSY1","Chondroitin Sulfate Synthase 1","Protein Coding","3.6","85"
"1760","ITGA9","Integrin Subunit Alpha 9","Protein Coding","3.6","87"
"1761","ASTE1","Asteroid Structure-Specific Endonuclease 1","Protein Coding","3.6","56"
"1762","XPO1","Exportin 1","Protein Coding","3.6","94"
"1763","ANO1","Anoctamin 1","Protein Coding","3.6","82"
"1764","TPT1","Tumor Protein, Translationally-Controlled 1","Protein Coding","3.6","79"
"1765","HEPACAM","Hepatic And Glial Cell Adhesion Molecule","Protein Coding","3.6","75"
"1766","TNKS","Tankyrase","Protein Coding","3.6","89"
"1767","RBM5-AS1","RBM5 Antisense RNA 1","RNA Gene","3.6","54"
"1768","ATF4","Activating Transcription Factor 4","Protein Coding","3.6","90"
"1769","HSD17B10","Hydroxysteroid 17-Beta Dehydrogenase 10","Protein Coding","3.6","97"
"1770","SPRY2","Sprouty RTK Signaling Antagonist 2","Protein Coding","3.6","80"
"1771","DOT1L","DOT1 Like Histone Lysine Methyltransferase","Protein Coding","3.6","94"
"1772","IL23R","Interleukin 23 Receptor","Protein Coding","3.6","98"
"1773","GID8","GID Complex Subunit 8 Homolog","Protein Coding","3.6","63"
"1774","TXNDC5","Thioredoxin Domain Containing 5","Protein Coding","3.6","76"
"1775","GCKR","Glucokinase Regulator","Protein Coding","3.6","87"
"1776","C3","Complement C3","Protein Coding","3.6","100"
"1777","KLK6","Kallikrein Related Peptidase 6","Protein Coding","3.6","78"
"1778","DMBT1","Deleted In Malignant Brain Tumors 1","Protein Coding","3.6","85"
"1779","MAP3K14-AS1","MAP3K14 Antisense RNA 1","RNA Gene","3.6","62"
"1780","LOC126860438","MED14-Independent Group 3 Enhancer GRCh37_chr8:90959982-90961181","Functional Element","3.6","58"
"1781","DLG5","Discs Large MAGUK Scaffold Protein 5","Protein Coding","3.6","88"
"1782","PRSS58","Serine Protease 58","Protein Coding","3.6","47"
"1783","ST7-OT3","ST7 Overlapping Transcript 3","RNA Gene","3.6","61"
"1784","KLC1","Kinesin Light Chain 1","Protein Coding","3.6","85"
"1785","DAB2IP","DAB2 Interacting Protein","Protein Coding","3.6","81"
"1786","CSNK1A1","Casein Kinase 1 Alpha 1","Protein Coding","3.6","92"
"1787","P2RX7","Purinergic Receptor P2X 7","Protein Coding","3.6","89"
"1788","DDX5","DEAD-Box Helicase 5","Protein Coding","3.5","91"
"1789","DDX41","DEAD-Box Helicase 41","Protein Coding","3.5","92"
"1790","GPSM2","G Protein Signaling Modulator 2","Protein Coding","3.5","88"
"1791","ALDOA","Aldolase, Fructose-Bisphosphate A","Protein Coding","3.5","100"
"1792","SYCE3","Synaptonemal Complex Central Element Protein 3","Protein Coding","3.5","56"
"1793","PEG10","Paternally Expressed 10","Protein Coding","3.5","72"
"1794","UPP1","Uridine Phosphorylase 1","Protein Coding","3.5","77"
"1795","XRCC4","X-Ray Repair Cross Complementing 4","Protein Coding","3.5","95"
"1796","TMEM240","Transmembrane Protein 240","Protein Coding","3.5","57"
"1797","TRG-CCC2-2","TRNA-Gly (Anticodon CCC) 2-2","RNA Gene","3.5","46"
"1798","MYCN","MYCN Proto-Oncogene, BHLH Transcription Factor","Protein Coding","3.5","99"
"1799","MIR630","MicroRNA 630","RNA Gene","3.5","51"
"1800","TDG","Thymine DNA Glycosylase","Protein Coding","3.5","79"
"1801","LOC107303338","3p25 FANCD2 Alu-Mediated Recombination Region","Functional Element","3.5","60"
"1802","APOBEC3G","Apolipoprotein B MRNA Editing Enzyme Catalytic Subunit 3G","Protein Coding","3.5","78"
"1803","CAMP","Cathelicidin Antimicrobial Peptide","Protein Coding","3.5","74"
"1804","UGT1A4","UDP Glucuronosyltransferase Family 1 Member A4","Protein Coding","3.5","94"
"1805","BMP8A","Bone Morphogenetic Protein 8a","Protein Coding","3.5","61"
"1806","HSD17B1","Hydroxysteroid 17-Beta Dehydrogenase 1","Protein Coding","3.5","81"
"1807","PDK1","Pyruvate Dehydrogenase Kinase 1","Protein Coding","3.5","90"
"1808","CX3CL1","C-X3-C Motif Chemokine Ligand 1","Protein Coding","3.5","82"
"1809","COL4A2","Collagen Type IV Alpha 2 Chain","Protein Coding","3.5","96"
"1810","PRDX2","Peroxiredoxin 2","Protein Coding","3.5","83"
"1811","NEO1","Neogenin 1","Protein Coding","3.5","85"
"1812","PTPN6","Protein Tyrosine Phosphatase Non-Receptor Type 6","Protein Coding","3.5","94"
"1813","TAGLN","Transgelin","Protein Coding","3.5","73"
"1814","GLP1R","Glucagon Like Peptide 1 Receptor","Protein Coding","3.5","86"
"1815","UGT1A5","UDP Glucuronosyltransferase Family 1 Member A5","Protein Coding","3.5","83"
"1816","FBN1","Fibrillin 1","Protein Coding","3.5","100"
"1817","LPL","Lipoprotein Lipase","Protein Coding","3.5","100"
"1818","TPP2","Tripeptidyl Peptidase 2","Protein Coding","3.5","87"
"1819","LYN","LYN Proto-Oncogene, Src Family Tyrosine Kinase","Protein Coding","3.5","100"
"1820","LGR4","Leucine Rich Repeat Containing G Protein-Coupled Receptor 4","Protein Coding","3.5","82"
"1821","TFAM","Transcription Factor A, Mitochondrial","Protein Coding","3.5","88"
"1822","MIR206","MicroRNA 206","RNA Gene","3.5","67"
"1823","SCD","Stearoyl-CoA Desaturase","Protein Coding","3.5","80"
"1824","RGS5","Regulator Of G Protein Signaling 5","Protein Coding","3.5","74"
"1825","MIR552","MicroRNA 552","RNA Gene","3.5","58"
"1826","DPYD-AS1","DPYD Antisense RNA 1","RNA Gene","3.5","61"
"1827","MAP3K1","Mitogen-Activated Protein Kinase Kinase Kinase 1","Protein Coding","3.5","100"
"1828","RNF135","Ring Finger Protein 135","Protein Coding","3.5","87"
"1829","DDX17","DEAD-Box Helicase 17","Protein Coding","3.5","79"
"1830","BCL9L","BCL9 Like","Protein Coding","3.5","71"
"1831","NABP1","Nucleic Acid Binding Protein 1","Protein Coding","3.5","64"
"1832","BCL6","BCL6 Transcription Repressor","Protein Coding","3.5","91"
"1833","FADS2","Fatty Acid Desaturase 2","Protein Coding","3.5","80"
"1834","RHBDF2","Rhomboid 5 Homolog 2","Protein Coding","3.5","87"
"1835","PRKN","Parkin RBR E3 Ubiquitin Protein Ligase","Protein Coding","3.5","100"
"1836","CXCL9","C-X-C Motif Chemokine Ligand 9","Protein Coding","3.5","78"
"1837","MIR193B","MicroRNA 193b","RNA Gene","3.5","59"
"1838","CDC73","Cell Division Cycle 73","Protein Coding","3.4","94"
"1839","MIR506","MicroRNA 506","RNA Gene","3.4","58"
"1840","ABCC10","ATP Binding Cassette Subfamily C Member 10","Protein Coding","3.4","79"
"1841","STRA6","Signaling Receptor And Transporter Of Retinol STRA6","Protein Coding","3.4","85"
"1842","ZFP36L1","ZFP36 Like 1 Zinc Finger CCCH-Type","Protein Coding","3.4","74"
"1843","MIR194-2","MicroRNA 194-2","RNA Gene","3.4","51"
"1844","ETS2","ETS Proto-Oncogene 2, Transcription Factor","Protein Coding","3.4","84"
"1845","CBLL1","Cbl Proto-Oncogene Like 1","Protein Coding","3.4","76"
"1846","HMGA1","High Mobility Group AT-Hook 1","Protein Coding","3.4","85"
"1847","TACSTD2","Tumor Associated Calcium Signal Transducer 2","Protein Coding","3.4","78"
"1848","MIR486-1","MicroRNA 486-1","RNA Gene","3.4","61"
"1849","PARD3B","Par-3 Family Cell Polarity Regulator Beta","Protein Coding","3.4","74"
"1850","PLCL1","Phospholipase C Like 1 (Inactive)","Protein Coding","3.4","68"
"1851","PPP1R3C","Protein Phosphatase 1 Regulatory Subunit 3C","Protein Coding","3.4","66"
"1852","MAPK10","Mitogen-Activated Protein Kinase 10","Protein Coding","3.4","96"
"1853","MCM7","Minichromosome Maintenance Complex Component 7","Protein Coding","3.4","91"
"1854","KHSRP","KH-Type Splicing Regulatory Protein","Protein Coding","3.4","81"
"1855","PSCA","Prostate Stem Cell Antigen","Protein Coding","3.4","69"
"1856","WNT11","Wnt Family Member 11","Protein Coding","3.4","78"
"1857","SDC4","Syndecan 4","Protein Coding","3.4","83"
"1858","CRABP1","Cellular Retinoic Acid Binding Protein 1","Protein Coding","3.4","71"
"1859","DDX21","DExD-Box Helicase 21","Protein Coding","3.4","83"
"1860","COL4A1","Collagen Type IV Alpha 1 Chain","Protein Coding","3.4","97"
"1861","RPS27A","Ribosomal Protein S27a","Protein Coding","3.4","89"
"1862","CD40LG","CD40 Ligand","Protein Coding","3.4","98"
"1863","SND1","Staphylococcal Nuclease And Tudor Domain Containing 1","Protein Coding","3.4","82"
"1864","KRT24","Keratin 24","Protein Coding","3.4","60"
"1865","KRIT1","KRIT1 Ankyrin Repeat Containing","Protein Coding","3.4","87"
"1866","MIR330","MicroRNA 330","RNA Gene","3.4","57"
"1867","SLCO2A1","Solute Carrier Organic Anion Transporter Family Member 2A1","Protein Coding","3.4","88"
"1868","CD86","CD86 Molecule","Protein Coding","3.4","90"
"1869","CHD4","Chromodomain Helicase DNA Binding Protein 4","Protein Coding","3.4","100"
"1870","SYNJ2BP","Synaptojanin 2 Binding Protein","Protein Coding","3.4","63"
"1871","MIRLET7E","MicroRNA Let-7e","RNA Gene","3.4","62"
"1872","COPS5","COP9 Signalosome Subunit 5","Protein Coding","3.4","79"
"1873","MBNL1","Muscleblind Like Splicing Regulator 1","Protein Coding","3.4","77"
"1874","MIR496","MicroRNA 496","RNA Gene","3.4","52"
"1875","PANTR1","POU3F3 Adjacent Non-Coding Transcript 1","RNA Gene","3.4","56"
"1876","PTK7","Protein Tyrosine Kinase 7 (Inactive)","Protein Coding","3.4","83"
"1877","INHBB","Inhibin Subunit Beta B","Protein Coding","3.4","72"
"1878","CDH10","Cadherin 10","Protein Coding","3.4","74"
"1879","MIR1290","MicroRNA 1290","RNA Gene","3.4","55"
"1880","MIR484","MicroRNA 484","RNA Gene","3.4","54"
"1881","CSNK2B","Casein Kinase 2 Beta","Protein Coding","3.3","100"
"1882","OFD1","OFD1 Centriole And Centriolar Satellite Protein","Protein Coding","3.3","92"
"1883","FCHO1","FCH And Mu Domain Containing Endocytic Adaptor 1","Protein Coding","3.3","87"
"1884","CSMD1","CUB And Sushi Multiple Domains 1","Protein Coding","3.3","79"
"1885","CDKN3","Cyclin Dependent Kinase Inhibitor 3","Protein Coding","3.3","75"
"1886","STMN1","Stathmin 1","Protein Coding","3.3","80"
"1887","TIFAB","TIFA Inhibitor","Protein Coding","3.3","56"
"1888","TRIB2","Tribbles Pseudokinase 2","Protein Coding","3.3","68"
"1889","FAM98B","Family With Sequence Similarity 98 Member B","Protein Coding","3.3","60"
"1890","CLOCK","Clock Circadian Regulator","Protein Coding","3.3","86"
"1891","MSH4","MutS Homolog 4","Protein Coding","3.3","79"
"1892","SLC3A2","Solute Carrier Family 3 Member 2","Protein Coding","3.3","89"
"1893","LAMA5","Laminin Subunit Alpha 5","Protein Coding","3.3","100"
"1894","MYB","MYB Proto-Oncogene, Transcription Factor","Protein Coding","3.3","94"
"1895","MIR302C","MicroRNA 302c","RNA Gene","3.3","59"
"1896","CD36","CD36 Molecule (CD36 Blood Group)","Protein Coding","3.3","100"
"1897","SLC31A1","Solute Carrier Family 31 Member 1","Protein Coding","3.3","75"
"1898","NRG3","Neuregulin 3","Protein Coding","3.3","83"
"1899","TRIB1","Tribbles Pseudokinase 1","Protein Coding","3.3","72"
"1900","ITLN1","Intelectin 1","Protein Coding","3.3","68"
"1901","TBRG4","Transforming Growth Factor Beta Regulator 4","Protein Coding","3.3","67"
"1902","MACROH2A1","MacroH2A.1 Histone","Protein Coding","3.3","81"
"1903","KCNH1","Potassium Voltage-Gated Channel Subfamily H Member 1","Protein Coding","3.3","94"
"1904","CES1","Carboxylesterase 1","Protein Coding","3.3","87"
"1905","SOX11","SRY-Box Transcription Factor 11","Protein Coding","3.3","83"
"1906","STAT5A","Signal Transducer And Activator Of Transcription 5A","Protein Coding","3.3","93"
"1907","MICA","MHC Class I Polypeptide-Related Sequence A","Protein Coding","3.3","81"
"1908","TLR3","Toll Like Receptor 3","Protein Coding","3.3","100"
"1909","MIR29C","MicroRNA 29c","RNA Gene","3.3","68"
"1910","PTPRT","Protein Tyrosine Phosphatase Receptor Type T","Protein Coding","3.3","83"
"1911","PSMD10","Proteasome 26S Subunit, Non-ATPase 10","Protein Coding","3.3","70"
"1912","DLD","Dihydrolipoamide Dehydrogenase","Protein Coding","3.3","100"
"1913","IL17F","Interleukin 17F","Protein Coding","3.3","91"
"1914","MCM8","Minichromosome Maintenance 8 Homologous Recombination Repair Factor","Protein Coding","3.3","90"
"1915","OLR1","Oxidized Low Density Lipoprotein Receptor 1","Protein Coding","3.3","80"
"1916","RASGRP1","RAS Guanyl Releasing Protein 1","Protein Coding","3.3","100"
"1917","ASPA","Aspartoacylase","Protein Coding","3.3","83"
"1918","BRWD3","Bromodomain And WD Repeat Domain Containing 3","Protein Coding","3.3","72"
"1919","LIG3","DNA Ligase 3","Protein Coding","3.3","98"
"1920","MMP8","Matrix Metallopeptidase 8","Protein Coding","3.3","85"
"1921","MYH9","Myosin Heavy Chain 9","Protein Coding","3.3","100"
"1922","GLI2","GLI Family Zinc Finger 2","Protein Coding","3.3","98"
"1923","TWIST2","Twist Family BHLH Transcription Factor 2","Protein Coding","3.3","76"
"1924","SLC26A3","Solute Carrier Family 26 Member 3","Protein Coding","3.3","94"
"1925","MIR503","MicroRNA 503","RNA Gene","3.3","62"
"1926","MMP3","Matrix Metallopeptidase 3","Protein Coding","3.3","92"
"1927","F2R","Coagulation Factor II Thrombin Receptor","Protein Coding","3.3","87"
"1928","ARNT","Aryl Hydrocarbon Receptor Nuclear Translocator","Protein Coding","3.3","93"
"1929","POLK","DNA Polymerase Kappa","Protein Coding","3.3","95"
"1930","PDPK1","3-Phosphoinositide Dependent Protein Kinase 1","Protein Coding","3.3","92"
"1931","MIR190B","MicroRNA 190b","RNA Gene","3.3","58"
"1932","NUCLEOLIN","Nucleolin Multifunctional Protein","Protein Coding","3.3","91"
"1933","SPOP","Speckle Type BTB/POZ Protein","Protein Coding","3.2","94"
"1934","RPS6KA3","Ribosomal Protein S6 Kinase A3","Protein Coding","3.2","100"
"1935","TNFSF13","TNF Superfamily Member 13","Protein Coding","3.2","82"
"1936","HTRA1","HtrA Serine Peptidase 1","Protein Coding","3.2","91"
"1937","CSF3R","Colony Stimulating Factor 3 Receptor","Protein Coding","3.2","99"
"1938","RFC3","Replication Factor C Subunit 3","Protein Coding","3.2","82"
"1939","MIR744","MicroRNA 744","RNA Gene","3.2","56"
"1940","UGDH","UDP-Glucose 6-Dehydrogenase","Protein Coding","3.2","87"
"1941","UBE2N","Ubiquitin Conjugating Enzyme E2 N","Protein Coding","3.2","84"
"1942","FSTL3","Follistatin Like 3","Protein Coding","3.2","71"
"1943","POLD3","DNA Polymerase Delta 3, Accessory Subunit","Protein Coding","3.2","86"
"1944","MIR181A1","MicroRNA 181a-1","RNA Gene","3.2","59"
"1945","GOLPH3","Golgi Phosphoprotein 3","Protein Coding","3.2","65"
"1946","NUAK1","NUAK Family Kinase 1","Protein Coding","3.2","78"
"1947","ABCG5","ATP Binding Cassette Subfamily G Member 5","Protein Coding","3.2","97"
"1948","XRRA1","X-Ray Radiation Resistance Associated 1","Protein Coding","3.2","58"
"1949","BCAR1","BCAR1 Scaffold Protein, Cas Family Member","Protein Coding","3.2","93"
"1950","HHLA2","HHLA2 Member Of B7 Family","Protein Coding","3.2","63"
"1951","RPS6","Ribosomal Protein S6","Protein Coding","3.2","87"
"1952","SET","SET Nuclear Proto-Oncogene","Protein Coding","3.2","87"
"1953","BTC","Betacellulin","Protein Coding","3.2","82"
"1954","RARA","Retinoic Acid Receptor Alpha","Protein Coding","3.2","93"
"1955","USP15","Ubiquitin Specific Peptidase 15","Protein Coding","3.2","85"
"1956","SMUG1","Single-Strand-Selective Monofunctional Uracil-DNA Glycosylase 1","Protein Coding","3.2","73"
"1957","ICOSLG","Inducible T Cell Costimulator Ligand","Protein Coding","3.2","91"
"1958","KCNQ5","Potassium Voltage-Gated Channel Subfamily Q Member 5","Protein Coding","3.2","92"
"1959","CNR1","Cannabinoid Receptor 1","Protein Coding","3.2","88"
"1960","TNFRSF11A","TNF Receptor Superfamily Member 11a","Protein Coding","3.2","99"
"1961","ATG16L1","Autophagy Related 16 Like 1","Protein Coding","3.2","88"
"1962","SNCA","Synuclein Alpha","Protein Coding","3.2","100"
"1963","SIRT5","Sirtuin 5","Protein Coding","3.2","84"
"1964","GLO1","Glyoxalase I","Protein Coding","3.2","76"
"1965","MIR208B","MicroRNA 208b","RNA Gene","3.2","60"
"1966","SLC29A1","Solute Carrier Family 29 Member 1 (Augustine Blood Group)","Protein Coding","3.2","89"
"1967","GJA1","Gap Junction Protein Alpha 1","Protein Coding","3.2","100"
"1968","ATF1","Activating Transcription Factor 1","Protein Coding","3.2","89"
"1969","CCDC25","Coiled-Coil Domain Containing 25","Protein Coding","3.2","57"
"1970","GPX1","Glutathione Peroxidase 1","Protein Coding","3.2","88"
"1971","MT2A","Metallothionein 2A","Protein Coding","3.2","73"
"1972","HFE","Homeostatic Iron Regulator","Protein Coding","3.2","97"
"1973","FMR1","Fragile X Messenger Ribonucleoprotein 1","Protein Coding","3.2","93"
"1974","CTSV","Cathepsin V","Protein Coding","3.2","80"
"1975","TTC5","Tetratricopeptide Repeat Domain 5","Protein Coding","3.2","71"
"1976","PACSIN3","Protein Kinase C And Casein Kinase Substrate In Neurons 3","Protein Coding","3.2","71"
"1977","SLC39A2","Solute Carrier Family 39 Member 2","Protein Coding","3.2","65"
"1978","LY6G6C","Lymphocyte Antigen 6 Family Member G6C","Protein Coding","3.2","56"
"1979","UNC93A","Unc-93 Homolog A","Protein Coding","3.2","55"
"1980","CD248","CD248 Molecule","Protein Coding","3.2","68"
"1981","ATP4A","ATPase H+/K+ Transporting Subunit Alpha","Protein Coding","3.2","86"
"1982","FDPS","Farnesyl Diphosphate Synthase","Protein Coding","3.2","89"
"1983","MIR103A1","MicroRNA 103a-1","RNA Gene","3.2","64"
"1984","S100P","S100 Calcium Binding Protein P","Protein Coding","3.2","68"
"1985","ACACA","Acetyl-CoA Carboxylase Alpha","Protein Coding","3.2","100"
"1986","KMT2A","Lysine Methyltransferase 2A","Protein Coding","3.2","100"
"1987","INPP4B","Inositol Polyphosphate-4-Phosphatase Type II B","Protein Coding","3.2","74"
"1988","HBEGF","Heparin Binding EGF Like Growth Factor","Protein Coding","3.1","86"
"1989","HNRNPH1","Heterogeneous Nuclear Ribonucleoprotein H1","Protein Coding","3.1","90"
"1990","MIR92A2","MicroRNA 92a-2","RNA Gene","3.1","56"
"1991","DDR2","Discoidin Domain Receptor Tyrosine Kinase 2","Protein Coding","3.1","95"
"1992","IL13","Interleukin 13","Protein Coding","3.1","84"
"1993","RPL28","Ribosomal Protein L28","Protein Coding","3.1","84"
"1994","STK3","Serine/Threonine Kinase 3","Protein Coding","3.1","87"
"1995","MAGEA3","MAGE Family Member A3","Protein Coding","3.1","63"
"1996","CLMP","CXADR Like Cell Adhesion Molecule","Protein Coding","3.1","67"
"1997","GOPC","Golgi Associated PDZ And Coiled-Coil Motif Containing","Protein Coding","3.1","77"
"1998","CBS","Cystathionine Beta-Synthase","Protein Coding","3.1","100"
"1999","TFCP2","Transcription Factor CP2","Protein Coding","3.1","76"
"2000","EIF2B5","Eukaryotic Translation Initiation Factor 2B Subunit Epsilon","Protein Coding","3.1","92"

