set_label,rank,gene_symbol,gene_name,gene_type,relevance_score,knowledge_score,duplicate_symbol,mapped_to_ctd_background
primary_anywhere,1659,AGXT,Alanine--Glyoxylate Aminotransferase,Protein Coding,183.6,94,False,False
primary_anywhere,1660,PHB2,Prohibitin 2,Protein Coding,183.6,82,False,True
primary_anywhere,1661,TNNC1,"Troponin C1, Slow Skeletal And Cardiac Type",Protein Coding,183.5,85,False,False
primary_anywhere,1662,FARS2,"Phenylalanyl-TRNA Synthetase 2, Mitochondrial",Protein Coding,183.5,87,False,False
primary_anywhere,1663,PLEC,Plectin,Protein Coding,183.5,97,False,True
primary_anywhere,1664,CALM1,Calmodulin 1,Protein Coding,183.5,100,False,True
primary_anywhere,1665,NKX6-1,NK6 Homeobox 1,Protein Coding,183.5,72,False,False
primary_anywhere,1666,POU2F2,POU Class 2 Homeobox 2,Protein Coding,183.4,84,False,False
primary_anywhere,1667,ITGB1,Integrin Subunit Beta 1,Protein Coding,183.4,94,False,True
primary_anywhere,1668,MAN2A1,Mannosidase Alpha Class 2A Member 1,Protein Coding,183.4,83,False,False
primary_anywhere,1669,EIF2B2,Eukaryotic Translation Initiation Factor 2B Subunit Beta,Protein Coding,183.3,90,False,False
primary_anywhere,1670,OASL,2'-5'-Oligoadenylate Synthetase Like,Protein Coding,183.2,79,False,False
primary_anywhere,1671,GANAB,Glucosidase II Alpha Subunit,Protein Coding,183.1,100,False,False
primary_anywhere,1672,NR2F1,Nuclear Receptor Subfamily 2 Group F Member 1,Protein Coding,183.1,91,False,False
primary_anywhere,1673,NAMPT,Nicotinamide Phosphoribosyltransferase,Protein Coding,183.1,88,False,True
primary_anywhere,1674,FABP5,Fatty Acid Binding Protein 5,Protein Coding,183.0,81,False,True
primary_anywhere,1675,APOA4,Apolipoprotein A4,Protein Coding,183.0,85,False,False
primary_anywhere,1676,TPM3,Tropomyosin 3,Protein Coding,182.9,97,False,True
primary_anywhere,1677,PPIP5K2,Diphosphoinositol Pentakisphosphate Kinase 2,Protein Coding,182.9,78,False,False
primary_anywhere,1678,MKKS,MKKS Centrosomal Shuttling Protein,Protein Coding,182.8,82,False,False
primary_anywhere,1679,POU3F4,POU Class 3 Homeobox 4,Protein Coding,182.8,75,False,False
primary_anywhere,1680,GDF5,Growth Differentiation Factor 5,Protein Coding,182.8,89,False,False
primary_anywhere,1681,ISCA2,Iron-Sulfur Cluster Assembly 2,Protein Coding,182.7,70,False,False
primary_anywhere,1682,IRF2BP2,Interferon Regulatory Factor 2 Binding Protein 2,Protein Coding,182.7,77,False,False
primary_anywhere,1683,AIP,AHR Interacting HSP90 Co-Chaperone,Protein Coding,182.7,93,False,False
primary_anywhere,1684,CLCN1,Chloride Voltage-Gated Channel 1,Protein Coding,182.7,84,False,False
primary_anywhere,1685,TPP1,Tripeptidyl Peptidase 1,Protein Coding,182.7,93,False,True
primary_anywhere,1686,VSX2,Visual System Homeobox 2,Protein Coding,182.6,80,False,False
primary_anywhere,1687,BCL2L2,BCL2 Like 2,Protein Coding,182.5,80,False,True
primary_anywhere,1688,ERN2,Endoplasmic Reticulum To Nucleus Signaling 2,Protein Coding,182.4,68,False,False
primary_anywhere,1689,SIX2,SIX Homeobox 2,Protein Coding,182.3,76,False,True
primary_anywhere,1690,BBIP1,BBSome Interacting Protein 1,Protein Coding,182.3,72,False,False
primary_anywhere,1691,CUL3,Cullin 3,Protein Coding,182.2,100,False,False
primary_anywhere,1692,MORC3,MORC Family CW-Type Zinc Finger 3,Protein Coding,182.2,70,False,False
primary_anywhere,1693,HSP90AA1,Heat Shock Protein 90 Alpha Family Class A Member 1,Protein Coding,182.1,92,False,True
primary_anywhere,1694,AK2,Adenylate Kinase 2,Protein Coding,182.1,93,False,False
primary_anywhere,1695,MYBPC3,Myosin Binding Protein C3,Protein Coding,182.1,93,False,False
primary_anywhere,1696,SPTLC2,Serine Palmitoyltransferase Long Chain Base Subunit 2,Protein Coding,182.1,89,False,False
primary_anywhere,1697,PTPRR,Protein Tyrosine Phosphatase Receptor Type R,Protein Coding,182.0,72,False,True
primary_anywhere,1698,CARD9,Caspase Recruitment Domain Family Member 9,Protein Coding,182.0,90,False,False
primary_anywhere,1699,NOX4,NADPH Oxidase 4,Protein Coding,182.0,88,False,True
primary_anywhere,1700,CCND2,Cyclin D2,Protein Coding,182.0,97,False,True
primary_anywhere,1701,PCSK7,Proprotein Convertase Subtilisin/Kexin Type 7,Protein Coding,182.0,77,False,False
primary_anywhere,1702,MT-ATP6,Mitochondrially Encoded ATP Synthase Membrane Subunit 6,Protein Coding,181.9,81,False,False
primary_anywhere,1703,ABCC10,ATP Binding Cassette Subfamily C Member 10,Protein Coding,181.9,79,False,False
primary_anywhere,1704,ADAMTS20,ADAM Metallopeptidase With Thrombospondin Type 1 Motif 20,Protein Coding,181.9,75,False,True
primary_anywhere,1705,LOC129931894,ATAC-STARR-Seq Lymphoblastoid Silent Region 1546,Functional Element,181.9,54,False,False
primary_anywhere,1706,CALCA,Calcitonin Related Polypeptide Alpha,Protein Coding,181.9,80,False,False
primary_anywhere,1707,BIRC2,Baculoviral IAP Repeat Containing 2,Protein Coding,181.9,92,False,True
primary_anywhere,1708,GPSM2,G Protein Signaling Modulator 2,Protein Coding,181.8,88,False,False
primary_anywhere,1709,SLC39A14,Solute Carrier Family 39 Member 14,Protein Coding,181.8,90,False,False
primary_anywhere,1710,NBN,Nibrin,Protein Coding,181.7,100,False,False
primary_anywhere,1711,STAT5A,Signal Transducer And Activator Of Transcription 5A,Protein Coding,181.7,93,False,False
primary_anywhere,1712,CCDST,Cervical Cancer Associated DHX9 Suppressive Transcript,RNA Gene,181.7,65,False,False
primary_anywhere,1713,F8,Coagulation Factor VIII,Protein Coding,181.7,99,False,False
primary_anywhere,1714,SLC25A1,Solute Carrier Family 25 Member 1,Protein Coding,181.7,85,False,False
primary_anywhere,1715,KITLG,KIT Ligand,Protein Coding,181.6,92,False,True
primary_anywhere,1716,ACTG2,"Actin Gamma 2, Smooth Muscle",Protein Coding,181.6,90,False,True
primary_anywhere,1717,JAZF1,JAZF Zinc Finger 1,Protein Coding,181.6,67,False,True
primary_anywhere,1718,LARS2,"Leucyl-TRNA Synthetase 2, Mitochondrial",Protein Coding,181.5,87,False,False
primary_anywhere,1719,HYAL1,Hyaluronidase 1,Protein Coding,181.4,89,False,False
primary_anywhere,1720,HAND2-AS1,HAND2 Antisense RNA 1,RNA Gene,181.4,61,False,False
primary_anywhere,1721,ABCG1,ATP Binding Cassette Subfamily G Member 1,Protein Coding,181.3,87,False,False
primary_anywhere,1722,SKIC2,SKI2 Subunit Of Superkiller Complex,Protein Coding,181.3,85,False,False
primary_anywhere,1723,CAV2,Caveolin 2,Protein Coding,181.2,76,False,True
primary_anywhere,1724,DPH2,Diphthamide Biosynthesis 2,Protein Coding,181.2,67,False,False
primary_anywhere,1725,PHLPP1,PH Domain And Leucine Rich Repeat Protein Phosphatase 1,Protein Coding,181.2,79,False,False
primary_anywhere,1726,NLRP12,NLR Family Pyrin Domain Containing 12,Protein Coding,181.1,92,False,False
primary_anywhere,1727,BMAL1,Basic Helix-Loop-Helix ARNT Like 1,Protein Coding,181.1,89,False,True
primary_anywhere,1728,KCNE1,Potassium Voltage-Gated Channel Subfamily E Regulatory Subunit 1,Protein Coding,181.1,91,False,True
primary_anywhere,1729,PRICKLE2,Prickle Planar Cell Polarity Protein 2,Protein Coding,181.1,79,False,True
primary_anywhere,1730,CYB5B,Cytochrome B5 Type B,Protein Coding,181.0,71,False,True
primary_anywhere,1731,B4GALT7,"Beta-1,4-Galactosyltransferase 7",Protein Coding,181.0,89,False,False
primary_anywhere,1732,IL21R,Interleukin 21 Receptor,Protein Coding,181.0,91,False,False
primary_anywhere,1733,CAMK2B,Calcium/Calmodulin Dependent Protein Kinase II Beta,Protein Coding,180.9,100,False,True
primary_anywhere,1734,ADCY6,Adenylate Cyclase 6,Protein Coding,180.9,97,False,False
primary_anywhere,1735,BRD2,Bromodomain Containing 2,Protein Coding,180.9,91,False,False
primary_anywhere,1736,MIR17,MicroRNA 17,RNA Gene,180.9,66,False,False
primary_anywhere,1737,ERCC8,"ERCC Excision Repair 8, CSA Ubiquitin Ligase Complex Subunit",Protein Coding,180.8,98,False,False
primary_anywhere,1738,GALNS,Galactosamine (N-Acetyl)-6-Sulfatase,Protein Coding,180.8,91,False,False
primary_anywhere,1739,GRHL2,Grainyhead Like Transcription Factor 2,Protein Coding,180.8,81,False,True
primary_anywhere,1740,SLC29A1,Solute Carrier Family 29 Member 1 (Augustine Blood Group),Protein Coding,180.8,89,False,True
primary_anywhere,1741,YAP1,Yes1 Associated Transcriptional Regulator,Protein Coding,180.7,93,False,False
primary_anywhere,1742,PLAAT3,Phospholipase A And Acyltransferase 3,Protein Coding,180.6,72,False,True
primary_anywhere,1743,FBL,Fibrillarin RRNA 2'-O-Methyltransferase,Protein Coding,180.6,78,False,False
primary_anywhere,1744,B9D2,B9 Domain Containing 2,Protein Coding,180.6,78,False,False
primary_anywhere,1745,ZMYND11,Zinc Finger MYND-Type Containing 11,Protein Coding,180.6,88,False,False
primary_anywhere,1746,NKX6-2,NK6 Homeobox 2,Protein Coding,180.5,73,False,False
primary_anywhere,1747,AP2B1,Adaptor Related Protein Complex 2 Subunit Beta 1,Protein Coding,180.5,87,False,True
primary_anywhere,1748,MVK,Mevalonate Kinase,Protein Coding,180.5,99,False,False
primary_anywhere,1749,GABRA5,Gamma-Aminobutyric Acid Type A Receptor Subunit Alpha5,Protein Coding,180.4,91,False,False
primary_anywhere,1750,PTPRK,Protein Tyrosine Phosphatase Receptor Type K,Protein Coding,180.4,82,False,False
primary_anywhere,1751,ZFP36,ZFP36 Zinc Finger CCCH-Type,Protein Coding,180.4,71,False,False
primary_anywhere,1752,FOXC2,Forkhead Box C2,Protein Coding,180.3,89,False,False
primary_anywhere,1753,MARCHF5,Membrane Associated Ring-CH-Type Finger 5,Protein Coding,180.3,68,False,False
primary_anywhere,1754,TUBB3,Tubulin Beta 3 Class III,Protein Coding,180.2,100,False,True
primary_anywhere,1755,CDK6,Cyclin Dependent Kinase 6,Protein Coding,180.2,93,False,True
primary_anywhere,1756,HDAC9,Histone Deacetylase 9,Protein Coding,180.2,94,False,False
primary_anywhere,1757,LTA,Lymphotoxin Alpha,Protein Coding,180.2,88,False,False
primary_anywhere,1758,WNK4,WNK Lysine Deficient Protein Kinase 4,Protein Coding,180.2,87,False,True
primary_anywhere,1759,SHMT2,Serine Hydroxymethyltransferase 2,Protein Coding,180.2,96,False,False
primary_anywhere,1760,EPHB2,EPH Receptor B2,Protein Coding,180.1,99,False,True
primary_anywhere,1761,NR4A2,Nuclear Receptor Subfamily 4 Group A Member 2,Protein Coding,180.1,96,False,True
primary_anywhere,1762,IL18,Interleukin 18,Protein Coding,180.1,85,False,True
primary_anywhere,1763,YY1,YY1 Transcription Factor,Protein Coding,180.0,96,False,True
primary_anywhere,1764,MT-ATP8,Mitochondrially Encoded ATP Synthase Membrane Subunit 8,Protein Coding,179.9,71,False,False
primary_anywhere,1765,FOS,"Fos Proto-Oncogene, AP-1 Transcription Factor Subunit",Protein Coding,179.8,93,False,True
primary_anywhere,1766,SLC11A1,Solute Carrier Family 11 Member 1,Protein Coding,179.8,82,False,False
primary_anywhere,1767,PAH,Phenylalanine Hydroxylase,Protein Coding,179.8,94,False,True
primary_anywhere,1768,CYP1B1,Cytochrome P450 Family 1 Subfamily B Member 1,Protein Coding,179.8,100,False,True
primary_anywhere,1769,KIF1B,Kinesin Family Member 1B,Protein Coding,179.7,97,False,True
primary_anywhere,1770,GYS1,Glycogen Synthase 1,Protein Coding,179.7,92,False,False
primary_anywhere,1771,RPS6KB1,Ribosomal Protein S6 Kinase B1,Protein Coding,179.7,93,False,True
primary_anywhere,1772,SLC12A2,Solute Carrier Family 12 Member 2,Protein Coding,179.7,97,False,False
primary_anywhere,1773,TNFRSF13B,TNF Receptor Superfamily Member 13B,Protein Coding,179.7,87,False,False
primary_anywhere,1774,SALRNA1,Senescence Associated Long Non-Coding RNA 1,RNA Gene,179.7,52,False,False
primary_anywhere,1775,NQO1,NAD(P)H Quinone Dehydrogenase 1,Protein Coding,179.6,100,False,True
primary_anywhere,1776,HTR2A,5-Hydroxytryptamine Receptor 2A,Protein Coding,179.6,91,False,False
primary_anywhere,1777,NHERF1,NHERF Family PDZ Scaffold Protein 1,Protein Coding,179.5,89,False,False
primary_anywhere,1778,CHCHD10,Coiled-Coil-Helix-Coiled-Coil-Helix Domain Containing 10,Protein Coding,179.5,75,False,False
primary_anywhere,1779,GIP,Gastric Inhibitory Polypeptide,Protein Coding,179.5,70,False,True
primary_anywhere,1780,CNTN2,Contactin 2,Protein Coding,179.5,93,False,True
primary_anywhere,1781,RHOA,Ras Homolog Family Member A,Protein Coding,179.4,93,False,True
primary_anywhere,1782,MCOLN1,Mucolipin TRP Cation Channel 1,Protein Coding,179.4,91,False,False
primary_anywhere,1783,MCTP2,Multiple C2 And Transmembrane Domain Containing 2,Protein Coding,179.4,76,False,True
primary_anywhere,1784,TMPO,Thymopoietin,Protein Coding,179.4,95,False,True
primary_anywhere,1785,NEDD4L,NEDD4 Like E3 Ubiquitin Protein Ligase,Protein Coding,179.4,100,False,True
primary_anywhere,1786,ZC4H2,Zinc Finger C4H2-Type Containing,Protein Coding,179.4,73,False,False
primary_anywhere,1787,TLR9,Toll Like Receptor 9,Protein Coding,179.3,91,False,False
primary_anywhere,1788,XAB2,XPA Binding Protein 2,Protein Coding,179.3,76,False,False
primary_anywhere,1789,MIR146B,MicroRNA 146b,RNA Gene,179.2,61,False,False
primary_anywhere,1790,RELN,Reelin,Protein Coding,179.2,94,False,False
primary_anywhere,1791,STX16,Syntaxin 16,Protein Coding,179.1,89,False,False
primary_anywhere,1792,DDIT3,DNA Damage Inducible Transcript 3,Protein Coding,179.0,84,False,True
primary_anywhere,1793,UBR1,Ubiquitin Protein Ligase E3 Component N-Recognin 1,Protein Coding,179.0,90,False,False
primary_anywhere,1794,ABCA3,ATP Binding Cassette Subfamily A Member 3,Protein Coding,178.9,95,False,True
primary_anywhere,1795,SNRPN,Small Nuclear Ribonucleoprotein Polypeptide N,Protein Coding,178.9,86,False,True
primary_anywhere,1796,DYNLL1,Dynein Light Chain LC8-Type 1,Protein Coding,178.8,80,False,True
primary_anywhere,1797,IRF2BPL,Interferon Regulatory Factor 2 Binding Protein Like,Protein Coding,178.8,77,False,False
primary_anywhere,1798,ADCY2,Adenylate Cyclase 2,Protein Coding,178.8,88,False,True
primary_anywhere,1799,HTT,Huntingtin,Protein Coding,178.7,100,False,True
primary_anywhere,1800,UFSP2,UFM1 Specific Peptidase 2,Protein Coding,178.7,65,False,False
primary_anywhere,1801,DDX3X,DEAD-Box Helicase 3 X-Linked,Protein Coding,178.7,96,False,False
primary_anywhere,1802,TIMP2,TIMP Metallopeptidase Inhibitor 2,Protein Coding,178.7,79,False,True
primary_anywhere,1803,TRIM28,Tripartite Motif Containing 28,Protein Coding,178.7,99,False,True
primary_anywhere,1804,STAP1,Signal Transducing Adaptor Family Member 1,Protein Coding,178.5,73,False,False
primary_anywhere,1805,CDC73,Cell Division Cycle 73,Protein Coding,178.5,94,False,False
primary_anywhere,1806,GABRA4,Gamma-Aminobutyric Acid Type A Receptor Subunit Alpha4,Protein Coding,178.5,83,False,False
primary_anywhere,1807,MIR145,MicroRNA 145,RNA Gene,178.4,72,False,True
primary_anywhere,1808,AKR1A1,Aldo-Keto Reductase Family 1 Member A1,Protein Coding,178.4,80,False,False
primary_anywhere,1809,LZTR1,Leucine Zipper Like Post Translational Regulator 1,Protein Coding,178.3,83,False,False
primary_anywhere,1810,GIGYF2,GRB10 Interacting GYF Protein 2,Protein Coding,178.2,87,False,False
primary_anywhere,1811,C10ORF67,Chromosome 10 Open Reading Frame 67,Protein Coding,178.2,51,False,False
primary_anywhere,1812,NUP107,Nucleoporin 107,Protein Coding,178.2,93,False,False
primary_anywhere,1813,SATB2,SATB Homeobox 2,Protein Coding,178.2,95,False,True
primary_anywhere,1814,NDUFV1,NADH:Ubiquinone Oxidoreductase Core Subunit V1,Protein Coding,178.1,96,False,False
primary_anywhere,1815,CPA6,Carboxypeptidase A6,Protein Coding,178.0,75,False,False
primary_anywhere,1816,TTN-AS1,TTN Antisense RNA 1,RNA Gene,178.0,68,False,False
primary_anywhere,1817,CHEK1,Checkpoint Kinase 1,Protein Coding,178.0,98,False,True
primary_anywhere,1818,DLEU2,Deleted In Lymphocytic Leukemia 2,RNA Gene,178.0,57,False,False
primary_anywhere,1819,PTPN23,Protein Tyrosine Phosphatase Non-Receptor Type 23,Protein Coding,178.0,87,False,True
primary_anywhere,1820,AP3S2,Adaptor Related Protein Complex 3 Subunit Sigma 2,Protein Coding,177.9,64,False,False
primary_anywhere,1821,ANKH,ANKH Inorganic Pyrophosphate Transport Regulator,Protein Coding,177.8,82,False,False
primary_anywhere,1822,DYNC2I2,Dynein 2 Intermediate Chain 2,Protein Coding,177.8,83,False,False
primary_anywhere,1823,RASGRP2,RAS Guanyl Releasing Protein 2,Protein Coding,177.8,92,False,True
primary_anywhere,1824,IFT80,Intraflagellar Transport 80,Protein Coding,177.8,87,False,True
primary_anywhere,1825,GCM2,Glial Cells Missing Transcription Factor 2,Protein Coding,177.7,75,False,False
primary_anywhere,1826,PSMA6,Proteasome 20S Subunit Alpha 6,Protein Coding,177.7,90,False,False
primary_anywhere,1827,DHCR7,7-Dehydrocholesterol Reductase,Protein Coding,177.6,96,False,False
primary_anywhere,1828,CLDN2,Claudin 2,Protein Coding,177.6,68,False,False
primary_anywhere,1829,HLA-DPB1,"Major Histocompatibility Complex, Class II, DP Beta 1",Protein Coding,177.6,88,False,False
primary_anywhere,1830,AICDA,Activation Induced Cytidine Deaminase,Protein Coding,177.6,91,False,False
primary_anywhere,1831,FKRP,Fukutin Related Protein,Protein Coding,177.6,85,False,False
primary_anywhere,1832,AP3D1,Adaptor Related Protein Complex 3 Subunit Delta 1,Protein Coding,177.4,90,False,False
primary_anywhere,1833,SERPINA12,Serpin Family A Member 12,Protein Coding,177.4,65,False,False
primary_anywhere,1834,XYLT1,Xylosyltransferase 1,Protein Coding,177.4,83,False,False
primary_anywhere,1835,MYO5A,Myosin VA,Protein Coding,177.4,99,False,False
primary_anywhere,1836,DPF2,Double PHD Fingers 2,Protein Coding,177.3,95,False,False
primary_anywhere,1837,CELSR3,Cadherin EGF LAG Seven-Pass G-Type Receptor 3,Protein Coding,177.3,78,False,False
primary_anywhere,1838,SLC39A8,Solute Carrier Family 39 Member 8,Protein Coding,177.3,88,False,False
primary_anywhere,1839,ADCY10,Adenylate Cyclase 10,Protein Coding,177.2,90,False,False
primary_anywhere,1840,CAMK2G,Calcium/Calmodulin Dependent Protein Kinase II Gamma,Protein Coding,177.2,97,False,True
primary_anywhere,1841,MIR409,MicroRNA 409,RNA Gene,177.2,60,False,True
primary_anywhere,1842,FHL2,Four And A Half LIM Domains 2,Protein Coding,177.2,96,False,True
primary_anywhere,1843,MYD88,MYD88 Innate Immune Signal Transduction Adaptor,Protein Coding,177.1,99,False,True
primary_anywhere,1844,ATP2C1,ATPase Secretory Pathway Ca2+ Transporting 1,Protein Coding,177.1,92,False,True
primary_anywhere,1845,ICAM2,Intercellular Adhesion Molecule 2,Protein Coding,177.1,76,False,False
primary_anywhere,1846,PAFAH1B1,Platelet Activating Factor Acetylhydrolase 1b Regulatory Subunit 1,Protein Coding,177.0,100,False,True
primary_anywhere,1847,LZTFL1,Leucine Zipper Transcription Factor Like 1,Protein Coding,177.0,79,False,False
primary_anywhere,1848,CYP11B1,Cytochrome P450 Family 11 Subfamily B Member 1,Protein Coding,176.9,98,False,True
primary_anywhere,1849,EMP2,Epithelial Membrane Protein 2,Protein Coding,176.9,73,False,False
primary_anywhere,1850,CD86,CD86 Molecule,Protein Coding,176.9,90,False,False
primary_anywhere,1851,GNAT2,G Protein Subunit Alpha Transducin 2,Protein Coding,176.9,87,False,False
primary_anywhere,1852,AQP7,Aquaporin 7,Protein Coding,176.8,77,False,False
primary_anywhere,1853,ALOX5,Arachidonate 5-Lipoxygenase,Protein Coding,176.8,92,False,True
primary_anywhere,1854,KRT6B,Keratin 6B,Protein Coding,176.8,76,False,True
primary_anywhere,1855,NR5A2,Nuclear Receptor Subfamily 5 Group A Member 2,Protein Coding,176.8,84,False,False
primary_anywhere,1856,UBA1,Ubiquitin Like Modifier Activating Enzyme 1,Protein Coding,176.8,98,False,False
primary_anywhere,1857,ITGB4,Integrin Subunit Beta 4,Protein Coding,176.8,100,False,True
